"Alkuaika UTC","Lopetusaika UTC","Alkuaika UTC+02:00","Lopetusaika UTC+02:00","Sähkön kulutus Suomessa"
"2011-01-30 09:00:00","2011-01-30 10:00:00","2011-01-30 11:00:00","2011-01-30 12:00:00","10343.0"
"2011-01-30 10:00:00","2011-01-30 11:00:00","2011-01-30 12:00:00","2011-01-30 13:00:00","10355.0"
"2011-01-30 11:00:00","2011-01-30 12:00:00","2011-01-30 13:00:00","2011-01-30 14:00:00","10223.0"
"2011-01-30 12:00:00","2011-01-30 13:00:00","2011-01-30 14:00:00","2011-01-30 15:00:00","10158.0"
"2011-01-30 13:00:00","2011-01-30 14:00:00","2011-01-30 15:00:00","2011-01-30 16:00:00","10211.0"
"2011-01-30 14:00:00","2011-01-30 15:00:00","2011-01-30 16:00:00","2011-01-30 17:00:00","10635.0"
"2011-01-30 15:00:00","2011-01-30 16:00:00","2011-01-30 17:00:00","2011-01-30 18:00:00","11268.0"
"2011-01-30 16:00:00","2011-01-30 17:00:00","2011-01-30 18:00:00","2011-01-30 19:00:00","11421.0"
"2011-01-30 17:00:00","2011-01-30 18:00:00","2011-01-30 19:00:00","2011-01-30 20:00:00","11459.0"
"2011-01-30 18:00:00","2011-01-30 19:00:00","2011-01-30 20:00:00","2011-01-30 21:00:00","11274.0"
"2011-01-30 19:00:00","2011-01-30 20:00:00","2011-01-30 21:00:00","2011-01-30 22:00:00","11056.0"
"2011-01-30 20:00:00","2011-01-30 21:00:00","2011-01-30 22:00:00","2011-01-30 23:00:00","11637.0"
"2011-01-30 21:00:00","2011-01-30 22:00:00","2011-01-30 23:00:00","2011-01-31 00:00:00","11294.0"
"2011-01-30 22:00:00","2011-01-30 23:00:00","2011-01-31 00:00:00","2011-01-31 01:00:00","10869.0"
"2011-01-30 23:00:00","2011-01-31 00:00:00","2011-01-31 01:00:00","2011-01-31 02:00:00","10630.0"
"2011-01-31 00:00:00","2011-01-31 01:00:00","2011-01-31 02:00:00","2011-01-31 03:00:00","10398.0"
"2011-01-31 01:00:00","2011-01-31 02:00:00","2011-01-31 03:00:00","2011-01-31 04:00:00","10353.0"
"2011-01-31 02:00:00","2011-01-31 03:00:00","2011-01-31 04:00:00","2011-01-31 05:00:00","10453.0"
"2011-01-31 03:00:00","2011-01-31 04:00:00","2011-01-31 05:00:00","2011-01-31 06:00:00","10829.0"
"2011-01-31 04:00:00","2011-01-31 05:00:00","2011-01-31 06:00:00","2011-01-31 07:00:00","11724.0"
"2011-01-31 05:00:00","2011-01-31 06:00:00","2011-01-31 07:00:00","2011-01-31 08:00:00","12219.0"
"2011-01-31 06:00:00","2011-01-31 07:00:00","2011-01-31 08:00:00","2011-01-31 09:00:00","12260.0"
"2011-01-31 07:00:00","2011-01-31 08:00:00","2011-01-31 09:00:00","2011-01-31 10:00:00","12117.0"
"2011-01-31 08:00:00","2011-01-31 09:00:00","2011-01-31 10:00:00","2011-01-31 11:00:00","12038.0"
"2011-01-31 09:00:00","2011-01-31 10:00:00","2011-01-31 11:00:00","2011-01-31 12:00:00","11983.0"
"2011-01-31 10:00:00","2011-01-31 11:00:00","2011-01-31 12:00:00","2011-01-31 13:00:00","11868.0"
"2011-01-31 11:00:00","2011-01-31 12:00:00","2011-01-31 13:00:00","2011-01-31 14:00:00","11832.0"
"2011-01-31 12:00:00","2011-01-31 13:00:00","2011-01-31 14:00:00","2011-01-31 15:00:00","11744.0"
"2011-01-31 13:00:00","2011-01-31 14:00:00","2011-01-31 15:00:00","2011-01-31 16:00:00","11716.0"
"2011-01-31 14:00:00","2011-01-31 15:00:00","2011-01-31 16:00:00","2011-01-31 17:00:00","11758.0"
"2011-01-31 15:00:00","2011-01-31 16:00:00","2011-01-31 17:00:00","2011-01-31 18:00:00","12089.0"
"2011-01-31 16:00:00","2011-01-31 17:00:00","2011-01-31 18:00:00","2011-01-31 19:00:00","12027.0"
"2011-01-31 17:00:00","2011-01-31 18:00:00","2011-01-31 19:00:00","2011-01-31 20:00:00","11969.0"
"2011-01-31 18:00:00","2011-01-31 19:00:00","2011-01-31 20:00:00","2011-01-31 21:00:00","11766.0"
"2011-01-31 19:00:00","2011-01-31 20:00:00","2011-01-31 21:00:00","2011-01-31 22:00:00","11306.0"
"2011-01-31 20:00:00","2011-01-31 21:00:00","2011-01-31 22:00:00","2011-01-31 23:00:00","11518.0"
"2011-01-31 21:00:00","2011-01-31 22:00:00","2011-01-31 23:00:00","2011-02-01 00:00:00","11016.0"
